Index,Region,Subregion,Stage,Confirmed,Deaths,Recovered,Stage_Confirmed,Stage_Deaths,Stage_Recovered,Stage_Treated%,Stage_Deaths%,Stage_Recovered%,Stage_Treated,Recovered_Change
2,Switzerland,,2020-02-29,18,0,0,18,0,0,0.0,,,0,
3,Switzerland,,2020-03-31,16605,433,1823,16605,433,1823,0.13586269196025294,0.19193262411347517,0.8080673758865248,2256,
4,Switzerland,,2020-04-30,29586,1737,23400,27330,1304,21577,0.837211855104281,0.056990516148769724,0.9430094838512303,22881,0.13494210796470552
5,Switzerland,,2020-05-31,30862,1920,28500,5725,183,5100,0.9227947598253275,0.034639409426462237,0.9653605905735377,5283,0.022351106722307446
6,Switzerland,,2020-06-30,31714,1963,29200,1294,43,700,0.5741885625965997,0.05787348586810229,0.9421265141318977,743,-0.023234076441639995
7,Switzerland,,2020-07-31,35232,1981,31100,4069,18,1900,0.47136888670434995,0.009384775808133473,0.9906152241918665,1918,0.0484887100599688
8,Switzerland,,2020-08-31,42177,2006,36100,9096,25,5000,0.5524406332453826,0.004975124378109453,0.9950248756218906,5025,0.004409651430024031
9,Switzerland,,2020-09-30,53282,2074,42700,15176,68,6600,0.43937796520822353,0.010197960407918417,0.9898020395920816,6668,-0.005222836029808997
10,Switzerland,,2020-10-31,154251,2297,65200,109477,223,22500,0.20755957872429825,0.009813845002860538,0.9901861549971395,22723,0.0003841154050578943
11,Switzerland,,2020-11-30,327072,4815,250200,259575,2518,185000,0.7224039295001444,0.01342804424108619,0.9865719557589138,187518,-0.0036141992382257015
12,Switzerland,,2020-12-31,452296,7645,317600,197281,2830,67400,0.35598967969545975,0.04029616972803645,0.9597038302719636,70230,-0.026868125486950167
13,Switzerland,,2021-01-31,521320,9381,317600,196075,1736,0,0.008853754940711462,1.0,0.0,1736,-0.9597038302719636
14,Switzerland,,2021-02-28,554932,9966,317600,227951,585,0,0.002566341011884133,1.0,0.0,585,0.0
15,Switzerland,,2021-03-31,601124,10337,317600,273558,371,0,0.0013562023410026392,1.0,0.0,371,0.0
16,Switzerland,,2021-04-30,659974,10632,317600,332037,295,0,0.0008884552022816734,1.0,0.0,295,0.0
17,Switzerland,,2021-05-31,694740,10810,317600,366508,178,0,0.00048566470581815405,1.0,0.0,178,0.0
18,Switzerland,,2021-06-04,697292,10831,317600,368882,21,0,5.6928773971080186e-05,1.0,0.0,21,0.0
